gene,logFC,logCPM,PValue,FDR
PTPRC,-3.696097882,-4.149099948,0.281919825,0.467138282
FSHR,-3.696097882,-4.149099948,0.281919825,0.467138282
CD8B2,-3.696097882,-4.149099948,0.281919825,0.467138282
S100P,-3.696097882,-4.149099948,0.281919825,0.467138282
FGF5,-3.696097882,-4.149099948,0.281919825,0.467138282
WNT8A,-3.696097882,-4.149099948,0.281919825,0.467138282
ATP6V0D2,-3.696097882,-4.149099948,0.281919825,0.467138282
KRTAP5-4,-3.696097882,-4.149099948,0.281919825,0.467138282
OR2D2,-3.696097882,-4.149099948,0.281919825,0.467138282
OR4D10,-3.696097882,-4.149099948,0.281919825,0.467138282
C10orf71,-3.696097882,-4.149099948,0.281919825,0.467138282
OR9K2,-3.696097882,-4.149099948,0.281919825,0.467138282
TSPY4,-3.696097882,-4.149099948,0.281919825,0.467138282
KRTAP13-2,-3.696097882,-4.149099948,0.281919825,0.467138282
KRTAP10-11,-3.696097882,-4.149099948,0.281919825,0.467138282
GKN2,3.695007649,-4.149165182,0.281919825,0.467138282
FAM237A,3.695007649,-4.149165182,0.281919825,0.467138282
ZNF80,3.695007649,-4.149165182,0.281919825,0.467138282
GSX2,3.695007649,-4.149165182,0.281919825,0.467138282
TMPRSS11B,3.695007649,-4.149165182,0.281919825,0.467138282
ARSH,3.695007649,-4.149165182,0.281919825,0.467138282
ART1,3.695007649,-4.149165182,0.281919825,0.467138282
C10orf113,3.695007649,-4.149165182,0.281919825,0.467138282
PHGR1,3.695007649,-4.149165182,0.281919825,0.467138282
XKR3,3.695007649,-4.149165182,0.281919825,0.467138282
PIGR,-3.694055348,-4.149120426,0.281919825,0.467138282
NMS,-3.694055348,-4.149120426,0.281919825,0.467138282
DHRS9,-3.694055348,-4.149120426,0.281919825,0.467138282
SCYGR3,-3.694055348,-4.149120426,0.281919825,0.467138282
XIRP1,-3.694055348,-4.149120426,0.281919825,0.467138282
PRR23B,-3.694055348,-4.149120426,0.281919825,0.467138282
HTR3E,-3.694055348,-4.149120426,0.281919825,0.467138282
SPINK6,-3.694055348,-4.149120426,0.281919825,0.467138282
NCR2,-3.694055348,-4.149120426,0.281919825,0.467138282
IL17F,-3.694055348,-4.149120426,0.281919825,0.467138282
TRAPPC3L,-3.694055348,-4.149120426,0.281919825,0.467138282
SSMEM1,-3.694055348,-4.149120426,0.281919825,0.467138282
FMR1NB,-3.694055348,-4.149120426,0.281919825,0.467138282
GPIHBP1,-3.694055348,-4.149120426,0.281919825,0.467138282
IFNA1,-3.694055348,-4.149120426,0.281919825,0.467138282
OR1N2,-3.694055348,-4.149120426,0.281919825,0.467138282
OR1L8,-3.694055348,-4.149120426,0.281919825,0.467138282
OR52E5,-3.694055348,-4.149120426,0.281919825,0.467138282
CASP5,-3.694055348,-4.149120426,0.281919825,0.467138282
CALML3,-3.694055348,-4.149120426,0.281919825,0.467138282
HOXC11,-3.694055348,-4.149120426,0.281919825,0.467138282
RXFP2,-3.694055348,-4.149120426,0.281919825,0.467138282
STOML3,-3.694055348,-4.149120426,0.281919825,0.467138282
OR4N2,-3.694055348,-4.149120426,0.281919825,0.467138282
AGRP,-3.694055348,-4.149120426,0.281919825,0.467138282
DYNLRB2,-3.694055348,-4.149120426,0.281919825,0.467138282
OR1A1,-3.694055348,-4.149120426,0.281919825,0.467138282
CLEC10A,-3.694055348,-4.149120426,0.281919825,0.467138282
MMP28,-3.694055348,-4.149120426,0.281919825,0.467138282
HCRT,-3.694055348,-4.149120426,0.281919825,0.467138282
OR1I1,-3.694055348,-4.149120426,0.281919825,0.467138282
PGLYRP2,-3.694055348,-4.149120426,0.281919825,0.467138282
HSFY1,-3.694055348,-4.149120426,0.281919825,0.467138282
KRTAP25-1,-3.694055348,-4.149120426,0.281919825,0.467138282
ORMDL3,-0.079055332,4.828777293,0.282849502,0.468560697
CAPN8,-0.788790344,-2.250918672,0.282866864,0.468560697
NOMO1,0.060164402,7.082193975,0.282869136,0.468560697
BMP2K,0.088997718,4.605329861,0.282986347,0.468738121
ADNP2,-0.065702777,6.139612874,0.283012339,0.468750756
PDCD2L,0.103678636,4.021816557,0.283113511,0.468898542
ZFP1,-0.151073411,2.370662863,0.283261214,0.469109685
TSPAN6,0.066797526,5.786804346,0.283322218,0.469185081
ZNF157,0.460002178,-0.713183939,0.283396713,0.469283841
CHCHD3,0.057162634,7.976557057,0.283669388,0.469701847
MSRA,-0.17171018,1.744313815,0.284352853,0.470699168
GRK1,-0.639917558,-1.775619289,0.2844862,0.470903105
MED25,-0.081033713,5.806632311,0.284644112,0.471130882
UBE2V1,0.067230869,7.061116078,0.284949086,0.471602017
ADAMTS2,-0.129843359,2.648776991,0.285148831,0.471915773
LGALS14,0.659063793,-1.775760374,0.285192839,0.471971772
MYO1A,0.612726938,-1.304785916,0.285623657,0.47256677
SNX17,-0.064433044,6.106419512,0.285703948,0.472665906
TMC4,0.169354401,1.653736191,0.285724125,0.472682434
CNTD2,0.45011013,-0.866767453,0.285914238,0.472963221
PPP1R11,0.100542491,4.387021989,0.286027516,0.473133742
DAW1,-0.576740433,-1.418620308,0.286042973,0.473142444
CYLC2,-1.0637157,-2.701733914,0.286058552,0.473151346
OSTM1,0.075536114,4.822734339,0.286102243,0.473177898
KLHL30,-1.063715507,-2.701733914,0.286105195,0.473177898
MAFA,0.205422074,1.653855351,0.286401994,0.473603661
ING3,-0.146419411,3.368232107,0.286415847,0.473607275
GNAL,-0.093306289,4.256846561,0.286731039,0.474111572
ELF4,0.228603529,1.330494362,0.287081632,0.47464054
EXOC6B,-0.066389069,5.538972303,0.287248293,0.474882247
APOBEC3B,-0.097298914,4.121134065,0.287362558,0.475037304
STK24,-0.05810072,7.484843093,0.287565478,0.475338882
PRKCI,0.058744306,6.612809306,0.287751501,0.475523639
CD74,0.07878651,5.647037872,0.287864515,0.47556214
POFUT2,-0.072497074,4.914884042,0.287914365,0.475617574
HTR1B,0.238871223,0.766218892,0.288196758,0.476026282
CD99L2,-0.128408532,2.803594824,0.288252528,0.476101453
PIWIL4,-0.138603532,2.480514434,0.28831862,0.476193666
EXT2,0.070047245,5.585239557,0.288342217,0.476215689
SQOR,-0.624278574,-1.725999371,0.288700628,0.476773691
RPS9,-0.06497345,8.848359086,0.289134668,0.477456501
EPPIN-WFDC6,0.820727705,-1.750394749,0.289256055,0.477639954
FBXW7,-0.092387954,4.380102029,0.289343915,0.477768034
ASCL2,-0.27521426,0.315957582,0.289835838,0.47849517
TEX54,-0.965367707,-2.479031987,0.290394171,0.479297606
ENOX2,-0.152007065,3.047676324,0.290614946,0.47962784
ANGPTL3,0.667647238,-1.701958377,0.290643693,0.479658223
PTPN7,-0.824820041,-2.438595906,0.290716507,0.479752979
CXCL3,-0.249887163,0.380315928,0.291193707,0.480480489
NPRL3,0.074280181,5.454098429,0.291216806,0.480501517
CYB561D1,0.152322495,2.392454065,0.291500169,0.480951958
CUBN,0.589699169,-1.631015707,0.291812565,0.481398921
RACK1,0.056623597,9.794559892,0.291935284,0.481567129
ADCK2,0.107262434,3.304808152,0.291957711,0.481587005
CAMK2G,0.079050307,4.989024149,0.292319081,0.482139584
COX17,0.131652214,3.037391128,0.292865581,0.482958693
IFNLR1,-0.140342579,3.269301718,0.292871437,0.482958693
CHMP4C,-0.183397991,2.375006936,0.292981836,0.482958693
NMI,-0.212184844,1.283073151,0.293226983,0.482958693
ELP5,-0.082801715,5.056829148,0.293371643,0.482958693
NPIPA8,-0.294793631,0.020827323,0.293518959,0.482958693
ALDH8A1,1.293719611,-3.148922522,0.293593155,0.482958693
LRTM2,1.281725356,-3.149001685,0.293593155,0.482958693
ENPP3,1.279551757,-3.149081914,0.293593155,0.482958693
GLRA2,1.279551757,-3.149081914,0.293593155,0.482958693
FAM83C,-1.276915563,-3.149170663,0.293593155,0.482958693
AC004156.1,1.271382846,-3.149201714,0.293593155,0.482958693
TSPYL6,-1.270022789,-3.149272274,0.293593155,0.482958693
IHH,1.259134081,-3.149381396,0.293593155,0.482958693
OR5H14,-1.257009197,-3.148890395,0.293593155,0.482958693
TBPL2,-1.254418361,-3.149072254,0.293593155,0.482958693
C1orf141,-1.253039931,-3.149092578,0.293593155,0.482958693
TMTC4,-0.080740766,4.52594419,0.294222883,0.483878602
CASP9,0.125308477,3.128542592,0.294266115,0.483932551
VMAC,0.254954614,0.505522474,0.294365438,0.484061582
AFG3L2,0.061848121,6.438281857,0.294396134,0.484087644
PLAAT5,-0.097114512,3.730668405,0.294548332,0.484305374
WDR7,0.096075653,4.190978283,0.295048716,0.485047672
CHGB,0.179044692,1.908742478,0.295156707,0.485207657
ISYNA1,0.060851592,6.625653399,0.295253915,0.485296103
CTF1,-0.265132525,0.374564705,0.295304487,0.485347787
TECR,-0.074986864,5.118872534,0.295521134,0.485686656
CTNNBL1,-0.073722973,5.220345491,0.295569931,0.485749648
NOB1,0.065159772,5.841956083,0.29569562,0.485921792
ORC2,0.068881919,5.432848507,0.295888582,0.486170022
PALD1,0.065893151,5.429092965,0.296171356,0.486592715
TTC21A,0.258698824,0.484244178,0.296177296,0.486592715
PLD5,0.175683761,1.558789529,0.29623574,0.486671503
KRBA1,0.106236214,3.48767131,0.29633521,0.486817682
IFNAR2,-0.12201176,3.014489571,0.296387827,0.486886884
DPRX,-0.55201149,-1.379394495,0.296571188,0.487170852
G3BP2,-0.054948272,8.250618663,0.297114988,0.487995042
AC240274.1,-0.141266694,2.322113871,0.297252187,0.488203103
NDUFA12,0.115326841,4.088839625,0.297873612,0.489137164
THSD1,-0.217380849,1.732348203,0.297981555,0.489279787
ATP5F1C,-0.069523126,6.376857628,0.298246146,0.489670513
DSN1,0.090602668,4.12498865,0.298397229,0.489840986
MRPL55,-0.114506855,3.66097975,0.298509333,0.490007679
SLC4A1,-0.789590582,-2.250898609,0.298782018,0.490276224
CDRT15,0.439279379,-1.038672211,0.298803588,0.490282582
CS,0.055887758,7.126545908,0.299517833,0.491228724
COL23A1,0.132562573,2.612561211,0.299707109,0.491521777
OGDHL,0.105553623,3.519027301,0.299821857,0.491675212
GPR137C,0.153309719,2.105533685,0.29994896,0.491866264
ZNF490,-0.146364319,2.571653644,0.300115909,0.492070476
PGBD1,0.105331171,3.305580696,0.300515942,0.492674149
AL096711.2,-0.08324357,4.667815978,0.30057604,0.492755266
CLDN9,-0.361082209,-0.542738934,0.30062525,0.49280112
RAB3GAP1,0.072671638,5.34793047,0.30070599,0.49291606
CDH5,-0.38230244,-0.801218432,0.300835902,0.493076174
TRPC3,-0.625117628,-1.85378625,0.300891743,0.493122938
RAD52,0.108112714,3.458882983,0.301570771,0.494089257
COX6A1,-0.07599069,5.666255667,0.301860351,0.494520205
ARL4C,0.112636259,3.421188611,0.301903901,0.494565208
LRRTM2,0.547062613,-1.54230156,0.301977631,0.494662621
ELMO1,0.133113073,3.048643549,0.302470811,0.495423936
DHX8,0.061404307,6.234250848,0.30250769,0.495466852
AC092111.3,0.309451452,0.146342159,0.302523475,0.495475217
INPP4B,-0.500702982,-1.233767089,0.30325679,0.496501008
CD101,-0.255279434,0.368497368,0.303642113,0.497114332
C1orf127,0.715807668,-2.116512933,0.303655948,0.497119442
GOSR2,0.081093157,5.200178302,0.303758283,0.497251891
ERVV-1,0.908631643,-2.286941012,0.303886834,0.49744478
IPPK,0.085505091,4.036633482,0.304269479,0.498053579
SMARCA5,-0.052485788,8.060867874,0.304280497,0.498054045
CRTC3,0.142833427,2.432432929,0.304518012,0.498424372
FAM110D,0.649009561,-1.149843019,0.304570893,0.498476625
WDR83OS,-0.075817614,5.037859929,0.304620234,0.498539794
TMEM69,0.081373084,4.790494066,0.304838353,0.498879173
CBX3,0.054296999,7.31994359,0.304990378,0.499092764
UBE2N,0.056416423,6.601141216,0.305223141,0.499403217
CALCR,0.280918896,0.173161266,0.305388642,0.499654094
NTNG2,0.517726899,-0.331063268,0.305543275,0.49987414
DEPP1,-0.48397678,-1.038224544,0.306024002,0.500607671
INHBC,0.511836129,-0.964251138,0.306116429,0.500741214
KCNA5,-0.920555627,-2.287012522,0.30636338,0.501113786
MSH3,0.072142894,4.746769374,0.306395401,0.501131432
ZNF233,0.198178248,1.102375784,0.306419775,0.501131432
CHRNA5,-0.094771712,3.849697474,0.306475474,0.501204859
CA14,-0.091591093,4.843442059,0.306796708,0.501694839
TPRKB,-0.087654559,4.022246389,0.306828492,0.501729133
SLC30A9,0.065357049,6.128443414,0.307156772,0.502248241
PKN2,0.073095767,5.641088029,0.30728287,0.502436727
SIX6,-0.768957393,-2.360611952,0.307794353,0.503148947
LITAF,-0.064781471,5.96840266,0.307827788,0.503168153
ATOX1,-0.104254407,3.34649006,0.308131848,0.503629682
PRR5-ARHGAP8,-0.082232522,4.250790118,0.308399566,0.504013998
SPRY2,-0.082717577,5.166780061,0.308410591,0.504014266
C22orf15,0.197656416,1.153451274,0.308531644,0.504194337
EREG,-0.765953949,-2.360572798,0.308690433,0.504418298
AL162171.1,0.561545433,-1.380123928,0.30870577,0.504425598
GLIS1,-0.861836572,-2.216144173,0.308950254,0.50480731
PSMA6,0.068255747,6.386185327,0.309145632,0.50510876
ROMO1,-0.124568893,4.310516938,0.309351508,0.505409547
OVOL2,-0.093507003,4.002603917,0.309465699,0.50556051
ACSS1,0.239357594,0.649087283,0.309882242,0.506151903
PDZD7,-0.155659817,1.844319014,0.309964038,0.506267686
KCTD1,0.09470138,3.625452361,0.310207204,0.506629186
SNTG1,0.419428762,-0.979111296,0.310231467,0.506650981
TMEM221,0.298107265,0.02842508,0.310405806,0.506885462
DCAF12L1,-0.152422726,1.936705435,0.3106115,0.506969827
OR13G1,1.100540863,-2.853551689,0.31072168,0.506969827
TUBAL3,1.098649127,-2.853631644,0.31072168,0.506969827
MLN,-1.080863379,-2.853564644,0.31072168,0.506969827
TMEM143,0.146946427,2.41450704,0.310912711,0.50724584
SPINDOC,0.064118623,6.050925876,0.311137153,0.50757632
VWA5B2,-0.482830976,-1.116753712,0.311268878,0.507737662
SERPINF2,0.313178404,0.217925158,0.311733982,0.508438502
OTUD6B,-0.065051536,5.548881193,0.311742355,0.508438502
TADA1,-0.086777353,3.890179223,0.311874523,0.508636185
DIP2C,0.105649516,3.712283098,0.312191931,0.509082277
HERC4,0.060858943,6.051514277,0.312292582,0.509228511
TMEM25,-0.122912682,3.188202056,0.31234253,0.509292062
LDHD,-0.249582471,0.969394943,0.312470303,0.509459042
TAS2R19,-0.49077507,-1.148850247,0.312506303,0.509473192
ISL1,-0.545540558,-1.479018782,0.312508511,0.509473192
SLC40A1,0.843972531,-2.323381296,0.312621526,0.509618072
SLC25A34,-0.446487487,-0.801636883,0.312630326,0.509618072
ATP5MPL,0.105668705,4.829806796,0.312842804,0.509928605
MROH8,-0.096940277,3.69862523,0.312860901,0.509940192
PNLDC1,-0.475231101,-1.286774097,0.313063359,0.510252261
POC1A,-0.107792828,4.361096213,0.313232567,0.510464206
CAPN7,0.081567873,4.270349919,0.313248399,0.510464206
IQCC,-0.195509572,1.316642338,0.313294459,0.510521336
DENND2D,-0.365933822,-0.643037114,0.313348597,0.510573696
ANXA8,-0.89013761,-2.521159345,0.313453452,0.510726615
SBNO2,0.063883145,5.459688676,0.313593151,0.510934398
COPRS,-0.093528785,4.015733758,0.313602998,0.510934398
SON,0.054938529,8.436013739,0.313863654,0.511341115
RASSF3,0.066571176,5.335753217,0.314034458,0.511601424
BGLAP,-0.230184543,0.556659216,0.314121275,0.511724895
C1orf162,-0.767228291,-2.360532591,0.315029056,0.51305964
OMD,0.979325973,-2.608702141,0.315138137,0.513219279
WFIKKN1,-0.18318183,2.026575006,0.315471236,0.513743718
SIM2,-0.597285582,-1.360488535,0.315563249,0.513857494
POMZP3,-0.160534876,2.423033417,0.315702543,0.514066279
KAT14,0.074305084,4.955178347,0.316067103,0.514587673
AC243547.3,0.104820681,3.413447967,0.316239746,0.514850689
SNX12,0.084789046,5.491437277,0.316307359,0.514942698
AP000311.1,0.064910819,6.560979528,0.316347557,0.514990073
SIRT5,-0.108267032,3.928507701,0.31650764,0.515232601
TOMM70,-0.057824877,6.19694922,0.31662318,0.515395271
LINC00672,0.352671013,-0.182670017,0.316629782,0.515395271
SMIM1,-0.783004482,-1.827059204,0.316695897,0.515484808
ATAD2,0.072345595,4.880607557,0.31674414,0.515545251
RP2,0.093912883,3.967161515,0.316810485,0.515635149
SIN3A,-0.062938611,6.184799713,0.317091449,0.51605624
ZNF98,-0.963424768,-2.750551659,0.317459756,0.51652884
AC006486.1,-0.073507824,4.702920797,0.317592298,0.516690145
CLASRP,-0.074565896,5.010146236,0.317674692,0.516806073
GPR63,0.078912339,4.274627803,0.317689637,0.516812267
AFAP1L2,-0.128131749,2.583178924,0.317872713,0.517075966
HAGH,-0.100006198,3.376778265,0.317874021,0.517075966
ORC6,-0.06336539,5.697475245,0.318107835,0.517383757
RAB30,-0.108008702,3.0427242,0.318230972,0.517565891
STAT2,0.078285159,4.619263533,0.318285916,0.517618968
TMEM80,-0.135934436,2.752214906,0.318424708,0.517790243
INVS,0.099104008,3.493522601,0.318540359,0.517942003
LCN12,0.415639191,-0.853415202,0.31880527,0.518354581
TOX4,0.07182641,5.718097882,0.318979064,0.518618986
ZAP70,-0.967512542,-2.750470751,0.319013274,0.518656434
KIAA0895,0.136902901,2.638205205,0.319026307,0.518659452
NPIPA3,0.168845831,1.662789606,0.319497597,0.519389261
GANC,-0.097059888,3.434633618,0.319552222,0.519459865
SELENOI,-0.063015893,6.580478532,0.319640812,0.519585674
CORO1C,0.055062926,6.977176791,0.319835268,0.51982893
PLK1,0.064673406,6.756171425,0.31987591,0.519876777
KIF6,0.301492539,0.36323846,0.319934295,0.519935246
LARP1B,0.070346001,4.820373662,0.319971088,0.519976829
GATA4,-0.550235271,-1.701740443,0.32023896,0.520375695
PABPC4L,-0.12401295,2.633833478,0.320639355,0.520815403
TSC1,0.063242471,5.640294562,0.320644239,0.520815403
MRPL24,-0.140162009,3.240754341,0.320877494,0.521176032
ETV2,0.331023911,-0.379942246,0.3208997,0.521193857
FUT9,0.136753311,3.528036311,0.321179486,0.521611762
ANKHD1,0.056446191,6.660269356,0.321636111,0.522280228
AC069444.2,0.309953341,0.132602391,0.32174107,0.522414101
FAM71A,0.983616435,-2.750416286,0.321856491,0.522583226
CNST,-0.079811989,4.415685913,0.322060089,0.522858914
MMADHC,0.061542145,5.558964051,0.322135677,0.522963335
NECAB3,-0.121695376,2.820027547,0.322148636,0.522966077
PAQR3,-0.065624353,5.722555359,0.322755782,0.52345511
BMP8A,-0.309769815,-0.165914998,0.322810463,0.52345511
ZSCAN31,-0.181293327,1.685108631,0.322834186,0.52345511
SLC34A3,-0.514495077,-1.500153085,0.322926355,0.52345511
MTFMT,0.106772685,3.073251369,0.323186627,0.52345511
CR1,0.548672121,-1.542477974,0.323348083,0.52345511
WDR62,-0.066234372,5.70198262,0.323459362,0.52345511
NXF5,1.366317366,-3.360299017,0.323623042,0.52345511
CD3D,1.365895912,-3.36039979,0.323623042,0.52345511
CPA6,1.363429173,-3.360480189,0.323623042,0.52345511
VTCN1,1.361806052,-3.360359052,0.323623042,0.52345511
IL37,1.359342508,-3.360439454,0.323623042,0.52345511
SPRR2F,1.35033025,-3.360559511,0.323623042,0.52345511
SLC6A19,1.34991401,-3.360660266,0.323623042,0.52345511
ELOA3B,1.347871477,-3.360639901,0.323623042,0.52345511
PRF1,1.345827345,-3.360619536,0.323623042,0.52345511
HSD17B3,1.34541331,-3.360720287,0.323623042,0.52345511
SASH3,1.343781617,-3.36059917,0.323623042,0.52345511
SLC14A1,-1.342925958,-3.36058395,0.323623042,0.52345511
KCNU1,1.340914856,-3.360780305,0.323623042,0.52345511
PEAK3,1.340914856,-3.360780305,0.323623042,0.52345511
SERPINA1,-1.339885494,-3.360624682,0.323623042,0.52345511
ZNF676,-1.335349078,-3.36054429,0.323623042,0.52345511
TBC1D28,1.334376153,-3.360819959,0.323623042,0.52345511
KIAA1755,-1.324718935,-3.360545364,0.323623042,0.52345511
MPPE1,-0.089019575,3.77061812,0.323683241,0.523518027
S100A14,0.302879131,0.374007248,0.323684504,0.523518027
ENTPD3,0.603472033,-1.41821345,0.324235949,0.524391641
SMUG1,0.099360243,3.493581385,0.324289439,0.524459872
ATP8B4,-0.208997091,0.983480002,0.32446682,0.524691885
ARHGEF12,-0.061516686,5.964270469,0.32458488,0.52482793
RPL35A,-0.081927142,7.737503186,0.325022831,0.525444518
PAK4,0.061592923,5.540040005,0.325086076,0.525528453
SLC4A4,-0.291356134,0.489687303,0.325110806,0.525536773
FSD2,-0.157859447,1.717670815,0.325113872,0.525536773
AL139300.1,-0.05884182,6.310590776,0.325152812,0.525581409
ELOC,-0.067684879,5.362281731,0.325284412,0.525757501
AC087289.1,0.162718624,1.971233557,0.325449421,0.525987564
SRSF9,-0.058582238,6.705328883,0.325526205,0.526093338
LCLAT1,-0.094953305,3.747507782,0.326315435,0.52727702
ETV3L,-0.908477678,-2.399358009,0.326359516,0.527293164
AC008073.3,-0.412641769,-0.813772106,0.326959508,0.528152226
MOCS2,-0.10460847,3.877794595,0.327088637,0.528342422
ARNT2,0.109558899,3.377842774,0.32719509,0.528495978
LRRC74B,0.848583594,-2.438398439,0.327274714,0.528606189
WWP2,-0.068104859,5.150817349,0.327507123,0.52896316
PCID2,-0.063436249,5.517934519,0.327577637,0.52903223
DAZL,0.170414719,1.630032141,0.327749853,0.529281509
TMEM216,-0.13508402,3.123970114,0.327764044,0.529286007
C11orf1,0.131906192,2.923466693,0.328149936,0.529872282
TMOD1,-0.135804838,2.747190915,0.328484859,0.530357725
THAP10,-0.141627968,2.281686363,0.329098839,0.531312059
PROC,-0.709455918,-1.233036315,0.329111326,0.531313734
BCL2L14,0.186921334,1.081862501,0.329446648,0.531767822
GPR83,0.367202274,-0.408565564,0.329563131,0.531913587
IK,0.069857207,5.798332794,0.329603023,0.531925764
SPIN1,0.054919486,7.042427195,0.329605065,0.531925764
OR2A7,0.259376126,0.41423781,0.329688586,0.53204205
RREB1,0.065119944,5.491702857,0.329930085,0.532413259
CT62,0.567209723,-1.479483637,0.330079635,0.532617546
VENTX,-0.140581447,2.08805859,0.330103767,0.532637963
TMEM35A,0.216509743,0.957806699,0.330230291,0.532823589
PM20D1,0.385764798,-0.775690039,0.330420708,0.533112289
TAFA1,-0.714697014,-2.286551676,0.330478569,0.533187104
KDELR3,-0.141198622,2.704382854,0.330654211,0.533451936
MIEF1,0.069050053,5.391444683,0.33134299,0.534507408
PRR20B,-0.429722654,-0.840570241,0.331484247,0.534716688
STEAP2,-0.065466431,5.02576554,0.331536485,0.534747728
SNCAIP,-0.188827467,1.406239112,0.331651418,0.53490004
SEC14L5,0.169265855,1.67437529,0.331683619,0.534926724
C19orf38,0.978352289,-2.750655822,0.332257656,0.535740792
ABHD1,0.248041701,0.345866995,0.332321486,0.535825095
TBX20,-0.566820993,-1.750476301,0.332482884,0.536048076
TRMT2B,-0.096656326,3.527038944,0.332602811,0.5362228
BEST1,0.04973839,9.785374535,0.332691325,0.536346867
ARMC5,-0.097051725,3.879808285,0.332984424,0.536763443
SNAP25,0.529867066,-1.398979086,0.333045508,0.53684326
IFIH1,-0.233672621,0.345692518,0.33312041,0.536926694
LHB,-0.803051461,-1.908021107,0.333450613,0.537346932
THOC1,0.070535907,5.235981893,0.333653699,0.537580857
NDUFB11,0.059320889,5.790773932,0.334103374,0.538230618
ZNF365,-0.491855633,-1.039027481,0.334169447,0.538318372
DNAJC25-GNG10,-0.071397075,4.615845407,0.334662823,0.539019598
TTC5,-0.090238763,3.701942605,0.334905338,0.539325647
GSPT2,-0.076730867,4.634609858,0.335140634,0.539598638
SDF2L1,0.103626696,4.044658606,0.335150245,0.539598638
MOSMO,0.092680372,3.531679746,0.335222156,0.539695692
SPIN2A,-0.19655131,0.95350493,0.335248986,0.539720162
C20orf202,-1.090264724,-3.023519535,0.335285284,0.539759873
TRAPPC6B,-0.077921933,4.72025645,0.335472272,0.54004216
AC092587.1,0.08603493,4.187804376,0.335492294,0.540055656
LHX2,0.728121143,-2.286649574,0.335613794,0.540232499
TMEM18,-0.086554875,3.895359274,0.335761692,0.540451821
AZU1,0.468622402,-1.341580977,0.33590512,0.540626429
SETD9,-0.133887366,2.143223809,0.336089049,0.540847421
NPHP4,0.089531334,3.803500664,0.336183481,0.540980625
RBP7,-0.212379631,0.722617145,0.336232359,0.541040398
TMEM14A,0.129910885,2.453221204,0.336582882,0.541548214
CFAP221,0.644684524,-1.993634605,0.33670814,0.541712185
OCLM,0.52561497,-1.608385588,0.337004284,0.542151042
PTGIS,-0.078616284,4.898713096,0.337037719,0.542186034
SMIM2,-0.596358517,-1.936100927,0.337186068,0.542405875
OAF,-0.327298329,-0.510597746,0.337550615,0.542935831
FAM186B,-0.298002647,0.249385908,0.337565966,0.542941704
PRMT5,0.056639748,6.656528749,0.337690009,0.543084743
RPA4,0.704299096,-2.116866804,0.33786182,0.543323395
MATN3,-0.102183561,3.122849877,0.337948074,0.543424437
LAGE3,0.095568101,4.124807065,0.338024237,0.543509241
IFIT2,0.250061471,0.478919985,0.338078841,0.543562324
RUBCNL,-0.214840099,1.169960419,0.338409449,0.544068878
SLITRK4,0.103650859,3.094828806,0.33841919,0.544068878
IQGAP3,0.065976734,5.265668943,0.33847405,0.544138223
RHOXF2,0.894202995,-2.521296906,0.338909732,0.544782015
FLNB,-0.053281929,8.095238336,0.339170618,0.545147685
TBL1Y,-0.158273292,1.94898077,0.339216966,0.545181453
BCO2,-0.590240248,-1.800926087,0.339338318,0.545338711
HTRA1,-0.139058808,2.203026736,0.339681935,0.545603594
PHF13,0.062859334,5.31922726,0.339764163,0.545603594
PARP8,-0.070036389,4.604951994,0.339781057,0.545603594
ZNF560,1.119923689,-3.023310168,0.340091025,0.545603594
FCN2,-1.09945892,-3.023518468,0.340091025,0.545603594
HLA-DQA1,1.096503299,-3.02366911,0.340091025,0.545603594
TERB1,1.094706129,-3.023648815,0.340091025,0.545603594
OR10G3,-1.092818877,-3.023478942,0.340091025,0.545603594
AC213203.2,1.086590033,-3.02386884,0.340091025,0.545603594
ELOVL2,0.282339494,0.243351326,0.340480373,0.546152693
SKOR2,-0.419965014,-1.008807444,0.340505618,0.54616687
MRPL33,-0.093284564,3.714509052,0.340512751,0.54616687
ABCA13,-0.774288423,-2.250861628,0.340842352,0.546638851
MCM7,0.04908246,8.058013406,0.341131323,0.547083391
RXFP1,0.454527661,-1.304798595,0.341185699,0.547132777
TCTE1,0.173518819,1.345544615,0.341428123,0.547483694
STRN4,-0.053507956,6.945670822,0.341918813,0.548188428
CXorf65,0.886963291,-2.654438789,0.341938497,0.548188428
SYNDIG1,-0.229458263,0.681069081,0.341962752,0.548208373
FSBP,0.070406164,4.874203099,0.342185061,0.54852657
TLK1,-0.056885964,5.855237652,0.342201304,0.54852657
ZNF738,0.058897856,5.78963106,0.342208521,0.54852657
RBM5,0.0538932,6.35674811,0.34231812,0.548683295
ALKAL1,0.310343037,-0.370054554,0.342360757,0.548732681
C1D,0.109729435,3.163450418,0.342548345,0.549014382
FRMPD2,-0.828266964,-2.438515382,0.342698603,0.549217267
MEST,0.056121333,7.16801193,0.342734751,0.549237261
AC211486.6,0.811425628,-2.25061815,0.342962476,0.549526286
ITGAM,0.199384168,0.863508318,0.343746233,0.550687019
TGOLN2,0.054891201,6.520365715,0.343775955,0.550715621
RPAIN,-0.060352384,5.481611873,0.344231325,0.551407035
SARNP,0.059298387,5.534759694,0.344494302,0.551771143
AL358075.4,-0.150700211,2.308463366,0.344532971,0.55180291
SPI1,-0.804791688,-2.564075942,0.344537917,0.55180291
KCNA3,0.481336897,-1.054062947,0.344551943,0.551806329
C4orf51,-0.545583017,-1.438779079,0.344580323,0.551832734
